,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
276,Descriptive-statistics/eur-descriptive-120-en,eur-descriptive-120-en,"* Nowledge about the professional field.*
A knowledge test about the professional field of psychologists and pedagogues consists of 20 items and was administered to 202 students from the psychology and pedagogy master's program. The total number of correctly answered questions is shown in the variable [total score].
Open the data file.
How many students have a total score greater than two standard deviations above the mean in the group (no decimals)?
* Download**: [SPSS file](eur-descriptive-120-nl-data.sav), [CSV file](eur-descriptive-120-nl-data.csv)
",num,Descriptive statistics/Summary Statistics/Measures of Spread/Standard Deviation,Performing analysis,SPSS,English,Statistical Literacy,e7f39,Descriptive statistics/Standard Deviation,2026-01-12
277,Descriptive-statistics/eur-descriptive-120-nl,eur-descriptive-120-nl,"*Kennis over het beroepsveld.*
Een kennistoets over het beroepsveld van psychologen en pedagogen bestaat uit 20 items en is afgenomen bij 202 studenten uit de master psychologie en pedagogiek. Het totale aantal correct beantwoorde vragen is weergegeven in de variabele [totaalscore]. 
Open het databestand.
Hoeveel studenten hebben een totaalscore die groter is dan twee standaarddeviaties boven het gemiddelde in de groep? (geen decimalen)
**Download**: [SPSS file](eur-descriptive-120-nl-data.sav), [CSV file](eur-descriptive-120-nl-data.csv)
",num,Descriptive statistics/Summary Statistics/Measures of Spread/Standard Deviation,Performing analysis,SPSS,Dutch,Statistical Literacy,b5b80,Descriptive statistics/Standard Deviation,2026-01-12
278,Descriptive-statistics/eur-descriptive-121-en,eur-descriptive-121-en,"*Knowledge about the professional field.*
A knowledge test about the professional field of psychologists and pedagogues consists of 20 items and was administered to 202 students in the master's degree program in psychology and pedagogy. The total number of correctly answered questions is shown in the variable [total score].
Open the data file.
What is the total score associated with a percentile score of 75%? (no decimal places)
* Download**: [SPSS file](eur-descriptive-121-nl-data.sav), [CSV file](eur-descriptive-121-nl-data.csv)
",num,Descriptive statistics/Score interpretation/Percentile,Performing analysis,SPSS,English,Statistical Literacy,9c0fd,Descriptive statistics/Percentile,2026-01-12
279,Descriptive-statistics/eur-descriptive-121-nl,eur-descriptive-121-nl,"*Kennis over het beroepsveld.*
Een kennistoets over het beroepsveld van psychologen en pedagogen bestaat uit 20 items en is afgenomen bij 202 studenten uit de master psychologie en pedagogiek. Het totale aantal correct beantwoorde vragen is weergegeven in de variabele [totaalscore]. 
Open het databestand.
Wat is de totaalscore die hoort bij een percentielscore van 75%? (geen decimalen)
**Download**: [SPSS file](eur-descriptive-121-nl-data.sav), [CSV file](eur-descriptive-121-nl-data.csv)

",num,Descriptive statistics/Score interpretation/Percentile,Performing analysis,SPSS,Dutch,Statistical Literacy,8773d,Descriptive statistics/Percentile,2026-01-12
280,Descriptive-statistics/eur-descriptive-122-en,eur-descriptive-122-en,"*Knowledge about the professional field.*
A knowledge test about the professional field of psychologists and pedagogues consists of 20 items and was administered to 202 students in the master's program in psychology and pedagogy. The total number of correctly answered questions is shown in the variable [total score]. In addition, the scores (0 = not correct, 1 = correct) on item 8 from the above knowledge test are shown in the variable [item8].
Open the data file.
The researcher would like to divide the student's total scores into the following 2 percentile groups: 0-85% = 1; and >85% = 2. Create a new variable in which each student is assigned to the correct percentile group based on his or her percentile score for the variable [total score]. What is the proportion correct on item 8 [item8] for students belonging to percentile group 2? (2 decimal places)
* Download**: [SPSS file](eur-descriptive-122-nl-data.sav), [CSV file](eur-descriptive-122-nl-data.csv)
",num,Descriptive statistics/Summary Statistics/Proportion,Performing analysis,SPSS,English,Statistical Literacy,b5a57,Descriptive statistics/Proportion,2026-01-12
281,Descriptive-statistics/eur-descriptive-122-nl,eur-descriptive-122-nl,"*Kennis over het beroepsveld.*
Een kennistoets over het beroepsveld van psychologen en pedagogen bestaat uit 20 items en is afgenomen bij 202 studenten uit de master psychologie en pedagogiek. Het totale aantal correct beantwoorde vragen is weergegeven in de variabele [totaalscore]. Daarnaast zijn de scores (0 = niet correct, 1 = correct) op item 8 uit bovengenoemde kennistoets weergegeven in de variabele [item8].
Open het databestand.
De onderzoeker wil de totaalscores van de student graag indelen in de volgende 2 percentielgroepen: 0-85% = 1; en >85% = 2. Maak een nieuwe variabele waarin iedere student op basis van zijn of haar percentielscore voor de variabele [totaalscore] wordt toegewezen aan de juiste percentielgroep. Wat is de proportie correct op item 8 [item8] voor studenten die tot percentielgroep 2 behoren? (2 decimalen)
**Download**: [SPSS file](eur-descriptive-122-nl-data.sav), [CSV file](eur-descriptive-122-nl-data.csv)
",num,Descriptive statistics/Summary Statistics/Proportion,Performing analysis,SPSS,Dutch,Statistical Literacy,b2f7a,Descriptive statistics/Proportion,2026-01-12
282,Descriptive-statistics/eur-descriptive-123-en,eur-descriptive-123-en,"*Knowledge about the professional field.*
A knowledge test about the professional field of psychologists and pedagogues consists of 20 items and was administered to 202 students in the master's program in psychology and pedagogy. The total number of correctly answered questions is shown in the variable [total score]. In addition, the scores (0 = not correct, 1 = correct) on item 8 from the above knowledge test are shown in the variable [item8].
Open the data file.
Based on the scores, identify a group consisting of those with a score of 12 or lower on the variable [total score]. What is the proportion correct of this group on item 8 (3 decimal places)?
* Download**: [SPSS file](eur-descriptive-123-nl-data.sav), [CSV file](eur-descriptive-123-nl-data.csv)
",num,Descriptive statistics/Summary Statistics/Proportion,Performing analysis,SPSS,English,Statistical Literacy,e41d0,Descriptive statistics/Proportion,2026-01-12
283,Descriptive-statistics/eur-descriptive-123-nl,eur-descriptive-123-nl,"*Kennis over het beroepsveld.*
Een kennistoets over het beroepsveld van psychologen en pedagogen bestaat uit 20 items en is afgenomen bij 202 studenten uit de master psychologie en pedagogiek. Het totale aantal correct beantwoorde vragen is weergegeven in de variabele [totaalscore]. Daarnaast zijn de scores (0 = niet correct, 1 = correct) op item 8 uit bovengenoemde kennistoets weergegeven in de variabele [item8]. 
Open het databestand.
Identificeer op basis van de scores een groep die bestaat uit de personen met een score van 12 of lager op de variabele [totaalscore]. Wat is de proportie correct van deze groep op item 8? (3 decimalen)
**Download**: [SPSS file](eur-descriptive-123-nl-data.sav), [CSV file](eur-descriptive-123-nl-data.csv)
",num,Descriptive statistics/Summary Statistics/Proportion,Performing analysis,SPSS,Dutch,Statistical Literacy,92064,Descriptive statistics/Proportion,2026-01-12
296,Descriptive-statistics/eur-descriptive-130-en,eur-descriptive-130-en,"Open the SPSS file.
Of the women (Gender = 2), what is the percentage with a score of 2 (disagree) on statement 1 (statement 1)? Round your answer to 1 decimal place.
**Download**: [SPSS file](eur-descriptive-130-en-data.sav), [CSV file](eur-descriptive-130-en-data.csv)
",num,Descriptive statistics/Summary Statistics/Proportion,Performing analysis,SPSS,English,Statistical Literacy,eac30,Descriptive statistics/Proportion,2026-01-12
297,Descriptive-statistics/eur-descriptive-130-nl,eur-descriptive-130-nl,"Open het SPSS-bestand.
Wat is het percentage van de vrouwen (geslacht = 2) met een score van 2 (oneens) op stelling 1 (statement 1)? Rond je antwoord af op 1 decimaal.
* Download**: [SPSS file](eur-descriptive-130-en-data.sav), [CSV file](eur-descriptive-130-en-data.csv)
",num,Descriptive statistics/Summary Statistics/Proportion,Performing analysis,SPSS,Dutch,Statistical Literacy,485f5,Descriptive statistics/Proportion,2026-01-12
300,Descriptive-statistics/eur-descriptive-132-en,eur-descriptive-132-en,"A researcher is interested in the consequences of the financial crisis for 16- and 17-year olds. She wants to predict their leisure expenses in November 2012 [expenses_nov] from a number of predictors. She collected data from 202 teenagers: 1) leisure expenses in November 2012 [expenses_nov]; 2) leisure expenses in July 2012 [expenses_jul]; 3) income from their side occupation in November 2012 [salary_nov]; 4) time spent on studying [studytime]; and 5) their educational level [education] (1 = vmbo, 2 = havo, 3 = vwo)*.
translation for the Dutch education levels: (1 = Lower General Secondary Education, 2 = Higher General Secondary Education, 3 = Pre-university Education)
Open the data file.
Compute the correlations between the predictors: [expenses_jul], [salary_nov], [studytime] and the outcome variable expenses in november 2012 [expenses_nov]. Choose in this analysis a listwise exclusion of missing values. Which predictor has the highest correlation with the outcome variable? Report this correlation. (3 decimals)
**Download**: [SPSS file](eur-descriptive-132-en-data.sav), [CSV file](eur-descriptive-132-en-data.csv)
",num,Descriptive statistics/Summary Statistics/Bivariate statistics/Correlation,Performing analysis,SPSS,English,Statistical Literacy,52ad0,Descriptive statistics/Correlation,2026-01-12
301,Descriptive-statistics/eur-descriptive-132-nl,eur-descriptive-132-nl,"Een onderzoeker is geïnteresseerd in de gevolgen van de financiële crisis voor 16- en 17 jarigen en wil graag hun uitgaven aan vrije tijd in november 2012 [expenses_nov] voorspellen aan de hand van een aantal predictoren. Ze heeft de volgende gegevens verzameld bij 202 jongeren: 1) De uitgaven in de maand november 2012 [expenses_nov]; 2) de uitgaven in de maand juli 2012 [expenses_jul]; 3) de inkomsten uit een bijbaan in november 2012 [salary_nov]; 4) het aantal uren dat de jongeren gemiddeld aan hun studie besteedden in de maand december 2012 [studytime]; en 5) het opleidingsniveau [education] (1 = vmbo, 2 = havo, 3 = vwo). 
Open het databestand.
bereken de correlaties tussen de predictoren: [expenses_jul], [salary_nov], [studytime] en de afhankelijke variabele uitgaven in november 2012 [expenses_nov]. Kies hierbij voor een listwise exclusion of missing values. Welke predictor heeft de hoogste correlatie met de afhankelijke variabele? Rapporteer deze correlatie. (3 decimalen)
**Download**: [SPSS file](eur-descriptive-132-nl-data.sav), [CSV file](eur-descriptive-132-nl-data.csv)
",num,Descriptive statistics/Summary Statistics/Bivariate statistics/Correlation,Performing analysis,SPSS,Dutch,Statistical Literacy,88596,Descriptive statistics/Correlation,2026-01-12
